% 
% 
@RELATION GCH 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE 41 REAL
@ATTRIBUTE 42 REAL
@ATTRIBUTE 43 REAL
@ATTRIBUTE 44 REAL
@ATTRIBUTE 45 REAL
@ATTRIBUTE 46 REAL
@ATTRIBUTE 47 REAL
@ATTRIBUTE 48 REAL
@ATTRIBUTE 49 REAL
@ATTRIBUTE 50 REAL
@ATTRIBUTE 51 REAL
@ATTRIBUTE 52 REAL
@ATTRIBUTE 53 REAL
@ATTRIBUTE 54 REAL
@ATTRIBUTE 55 REAL
@ATTRIBUTE 56 REAL
@ATTRIBUTE 57 REAL
@ATTRIBUTE 58 REAL
@ATTRIBUTE 59 REAL
@ATTRIBUTE 60 REAL
@ATTRIBUTE 61 REAL
@ATTRIBUTE 62 REAL
@ATTRIBUTE 63 REAL
@ATTRIBUTE 64 REAL
@ATTRIBUTE 65 REAL
@ATTRIBUTE 66 REAL
@ATTRIBUTE class {c02, c01, c04, c03, c05} 

@DATA 
8410.0,6535.0,2857.0,5247.0,8303.0,13359.0,22426.0,44257.0,98978.0,203878.0,290383.0,318295.0,341744.0,448116.0,508243.0,391117.0,279497.0,120232.0,26978.0,5948.0,821.0,104.0,24598.0,14430.0,27488.0,61925.0,145846.0,264613.0,323169.0,383309.0,479640.0,479552.0,317489.0,193043.0,119011.0,77246.0,57803.0,45390.0,40933.0,57219.0,29949.0,2787.0,279.0,9.0,6824.0,5534.0,1672.0,287.0,28.0,82.0,344.0,1282.0,4424.0,10976.0,25313.0,68516.0,209288.0,471125.0,730217.0,822074.0,477286.0,212849.0,78581.0,15712.0,2900.0,414.0,c01
10104.0,5289.0,3544.0,7134.0,12442.0,20871.0,35981.0,63036.0,103902.0,158781.0,206956.0,231911.0,272824.0,389817.0,479269.0,443111.0,501409.0,167969.0,26354.0,4472.0,520.0,32.0,25713.0,18037.0,34965.0,68850.0,116172.0,174525.0,210461.0,252564.0,337757.0,432719.0,363664.0,245952.0,163228.0,110495.0,82767.0,67803.0,69349.0,250333.0,117096.0,3051.0,220.0,7.0,8678.0,4424.0,1058.0,145.0,25.0,84.0,374.0,1732.0,5332.0,14501.0,34892.0,83712.0,194177.0,355564.0,565534.0,745994.0,604615.0,377325.0,130490.0,14392.0,2324.0,356.0,c01
8773.0,5314.0,385.0,968.0,3258.0,7623.0,19465.0,57836.0,156019.0,268211.0,300600.0,287200.0,300805.0,406105.0,501353.0,449545.0,285090.0,74195.0,11151.0,1673.0,151.0,8.0,17827.0,9845.0,30500.0,98053.0,210219.0,285886.0,288663.0,316910.0,387527.0,387867.0,307886.0,248348.0,178220.0,110063.0,69723.0,49720.0,44949.0,78010.0,24376.0,1084.0,50.0,2.0,7253.0,5440.0,1442.0,175.0,10.0,2.0,39.0,100.0,554.0,3015.0,13785.0,65515.0,272041.0,545484.0,700422.0,788010.0,500800.0,195525.0,40858.0,4670.0,545.0,43.0,c01
13471.0,5976.0,12002.0,24873.0,49961.0,95996.0,139879.0,168746.0,170506.0,181058.0,253828.0,404410.0,937612.0,657487.0,26248.0,3390.0,269.0,16.0,0.0,0.0,0.0,0.0,50828.0,69193.0,129634.0,171751.0,177214.0,183840.0,233781.0,313701.0,318064.0,258791.0,156592.0,83659.0,62944.0,412353.0,521200.0,2082.0,99.0,2.0,0.0,0.0,0.0,0.0,10916.0,2917.0,454.0,57.0,232.0,1739.0,9039.0,33016.0,100316.0,220056.0,327946.0,509350.0,801605.0,912817.0,205387.0,8678.0,1080.0,111.0,12.0,0.0,0.0,0.0,c01
8014.0,6719.0,1716.0,2570.0,4217.0,9016.0,17664.0,36759.0,74632.0,146230.0,229237.0,273690.0,278897.0,297511.0,374402.0,438798.0,386859.0,290585.0,203393.0,52935.0,10035.0,1849.0,19962.0,10640.0,26466.0,61134.0,131261.0,231488.0,293092.0,336432.0,389311.0,451618.0,381601.0,246663.0,153744.0,104668.0,72934.0,53347.0,41533.0,35186.0,33004.0,54589.0,16551.0,504.0,5914.0,5815.0,2147.0,421.0,23.0,0.0,1.0,15.0,143.0,1317.0,4704.0,15864.0,49003.0,152624.0,368283.0,561780.0,741101.0,652415.0,338561.0,182850.0,57134.0,5613.0,c01
9913.0,4306.0,1339.0,4821.0,13532.0,27846.0,44883.0,80941.0,154584.0,248810.0,293808.0,321932.0,429194.0,534264.0,505251.0,385955.0,71903.0,10813.0,1474.0,149.0,10.0,0.0,26927.0,26333.0,48832.0,92755.0,167450.0,256226.0,299975.0,370174.0,402969.0,320481.0,247290.0,199828.0,160337.0,130570.0,113689.0,125009.0,143984.0,12190.0,682.0,25.0,2.0,0.0,8870.0,4133.0,1206.0,106.0,18.0,40.0,153.0,857.0,4272.0,17372.0,60731.0,202345.0,503155.0,794081.0,828333.0,521905.0,177034.0,18847.0,2031.0,213.0,23.0,3.0,c01
10285.0,9807.0,11705.0,18878.0,28392.0,45016.0,73316.0,124983.0,190362.0,233989.0,235343.0,265969.0,388768.0,529452.0,552222.0,337317.0,72740.0,14624.0,2335.0,217.0,8.0,0.0,45782.0,42574.0,77808.0,138374.0,205033.0,255508.0,283041.0,367630.0,393923.0,340010.0,286439.0,219955.0,151240.0,108129.0,92537.0,77034.0,53959.0,6147.0,574.0,29.0,2.0,0.0,8024.0,5014.0,1186.0,101.0,92.0,758.0,3689.0,11937.0,28598.0,62504.0,141462.0,292705.0,452268.0,659836.0,737243.0,492958.0,198119.0,40290.0,7517.0,1239.0,171.0,17.0,c01
12369.0,10271.0,15394.0,23806.0,33212.0,47190.0,73931.0,122481.0,181828.0,230899.0,249394.0,299151.0,414514.0,458869.0,441889.0,444871.0,71218.0,12526.0,1786.0,117.0,11.0,1.0,46518.0,39931.0,65008.0,113673.0,170659.0,226764.0,255596.0,319895.0,391175.0,357689.0,260148.0,185677.0,131581.0,99853.0,86144.0,112676.0,263042.0,18722.0,912.0,61.0,4.0,0.0,8027.0,4779.0,1350.0,214.0,132.0,810.0,3953.0,12798.0,30996.0,61212.0,127419.0,261213.0,420415.0,611576.0,699733.0,550257.0,294658.0,48190.0,6833.0,1055.0,103.0,5.0,c01
10577.0,5500.0,3848.0,8662.0,16780.0,28137.0,47015.0,94090.0,178376.0,254239.0,262394.0,275552.0,352690.0,411784.0,416543.0,489458.0,253401.0,30185.0,5509.0,874.0,106.0,8.0,26516.0,21781.0,43236.0,100708.0,196758.0,266153.0,266909.0,313514.0,374836.0,352729.0,300169.0,269756.0,201972.0,135469.0,93596.0,67477.0,57627.0,51549.0,4490.0,442.0,40.0,1.0,7235.0,5687.0,1307.0,118.0,52.0,33.0,101.0,466.0,2824.0,13357.0,37768.0,108878.0,302567.0,491296.0,653371.0,717750.0,523295.0,235065.0,39728.0,4270.0,509.0,51.0,c01
9982.0,5998.0,3079.0,6873.0,12123.0,20810.0,38815.0,87879.0,183387.0,275312.0,294522.0,308570.0,423533.0,506384.0,401833.0,299056.0,202021.0,51953.0,10949.0,2263.0,350.0,36.0,22501.0,16323.0,37060.0,104669.0,218563.0,304137.0,310291.0,385688.0,475870.0,401971.0,254941.0,174001.0,126200.0,85782.0,58650.0,44877.0,42149.0,67016.0,13842.0,1101.0,92.0,4.0,7118.0,5196.0,1632.0,354.0,23.0,5.0,34.0,257.0,1191.0,6171.0,23022.0,85192.0,305622.0,590094.0,823534.0,746880.0,365323.0,154680.0,26837.0,2351.0,198.0,14.0,c01
9751.0,5468.0,2668.0,6467.0,11770.0,22371.0,44770.0,99603.0,182282.0,248809.0,260806.0,273078.0,387530.0,511698.0,445837.0,335675.0,226754.0,54551.0,12657.0,2807.0,348.0,28.0,21237.0,16699.0,45646.0,122117.0,218127.0,272307.0,270574.0,339393.0,440113.0,425231.0,295756.0,184442.0,117014.0,78348.0,57400.0,45053.0,48265.0,129485.0,17211.0,1229.0,80.0,1.0,7131.0,5489.0,1516.0,177.0,11.0,16.0,22.0,143.0,993.0,6607.0,25497.0,100043.0,311347.0,523752.0,776941.0,764754.0,391158.0,197752.0,29574.0,2604.0,194.0,7.0,c01
9671.0,7674.0,4772.0,6851.0,10550.0,18308.0,38811.0,89746.0,173784.0,255661.0,277402.0,273783.0,358598.0,526158.0,534076.0,347524.0,168537.0,34535.0,7550.0,1513.0,210.0,14.0,28260.0,18833.0,44821.0,111384.0,209188.0,287850.0,298858.0,374940.0,496231.0,470290.0,288260.0,167149.0,105200.0,68513.0,47087.0,36993.0,35272.0,48352.0,7447.0,740.0,56.0,4.0,6385.0,6008.0,1759.0,160.0,8.0,0.0,38.0,547.0,3251.0,11246.0,33370.0,111539.0,313790.0,528784.0,785868.0,807417.0,366301.0,138314.0,27338.0,3254.0,339.0,12.0,c01
20645.0,59967.0,165894.0,239643.0,242211.0,216877.0,182735.0,159409.0,139406.0,128752.0,124332.0,129614.0,137314.0,136013.0,131933.0,126659.0,117159.0,100683.0,87488.0,273758.0,163238.0,61998.0,437606.0,328214.0,271608.0,221285.0,190214.0,179595.0,176017.0,171996.0,156913.0,140909.0,118710.0,91540.0,73577.0,63340.0,57918.0,52725.0,46688.0,38702.0,34404.0,33660.0,52814.0,207293.0,5044.0,4306.0,1964.0,2369.0,577.0,58.0,30.0,71.0,565.0,4727.0,15556.0,50687.0,123415.0,210220.0,262156.0,269538.0,251028.0,234153.0,232156.0,274787.0,487414.0,714907.0,c01
23586.0,65987.0,169248.0,240452.0,249675.0,225695.0,184685.0,152471.0,133331.0,125068.0,119863.0,123488.0,129787.0,127441.0,116367.0,107582.0,104345.0,104863.0,112569.0,203541.0,205402.0,120282.0,461887.0,329124.0,274869.0,217038.0,181572.0,167219.0,160523.0,161325.0,142186.0,122466.0,111534.0,104209.0,103887.0,103408.0,99752.0,88504.0,66877.0,49292.0,36231.0,30918.0,42059.0,90848.0,3889.0,4839.0,2212.0,2294.0,986.0,137.0,81.0,639.0,2088.0,6828.0,21644.0,54390.0,116756.0,192359.0,251339.0,270894.0,257412.0,228681.0,219394.0,256498.0,526970.0,725398.0,c01
30101.0,110066.0,224258.0,236072.0,205587.0,167914.0,140443.0,129848.0,132800.0,138812.0,140148.0,132464.0,121435.0,107058.0,96204.0,89468.0,84380.0,81660.0,82789.0,403496.0,214858.0,75867.0,521339.0,286047.0,215744.0,190650.0,182462.0,172520.0,145081.0,127497.0,110364.0,98870.0,88320.0,77240.0,71275.0,64893.0,60890.0,56340.0,52401.0,48308.0,46443.0,45817.0,78494.0,404733.0,8729.0,2986.0,2173.0,400.0,148.0,826.0,5918.0,27537.0,77662.0,160191.0,222932.0,248207.0,242741.0,238063.0,250261.0,263034.0,258375.0,245602.0,244139.0,241855.0,280834.0,123115.0,c01
27814.0,136401.0,266200.0,250824.0,206142.0,162486.0,132071.0,117961.0,111823.0,111512.0,115984.0,122628.0,129850.0,130903.0,128213.0,121683.0,114669.0,104007.0,96507.0,298558.0,170666.0,88826.0,620684.0,295013.0,212850.0,173872.0,163730.0,163758.0,164289.0,164886.0,157734.0,143699.0,121220.0,96078.0,78851.0,63534.0,52569.0,41195.0,34890.0,31447.0,28093.0,27684.0,49565.0,260087.0,7162.0,3910.0,2218.0,901.0,306.0,785.0,5509.0,33144.0,113304.0,223697.0,272344.0,266387.0,242600.0,224223.0,240969.0,283979.0,302417.0,282894.0,221986.0,165702.0,176766.0,74525.0,c01
24196.0,92610.0,189933.0,205125.0,186727.0,163496.0,141625.0,125993.0,112550.0,109613.0,111109.0,115000.0,121298.0,126898.0,131556.0,134425.0,135420.0,138854.0,142425.0,263912.0,248830.0,124133.0,471258.0,273240.0,215682.0,176175.0,159224.0,158572.0,157160.0,165537.0,167276.0,164481.0,162794.0,153840.0,127896.0,93969.0,69033.0,54130.0,45032.0,38606.0,34533.0,33015.0,51236.0,173039.0,6953.0,3957.0,2635.0,618.0,278.0,408.0,3201.0,22864.0,72709.0,152096.0,212642.0,232625.0,241080.0,235477.0,235743.0,270188.0,321640.0,374052.0,357050.0,235945.0,145808.0,17759.0,c01
18727.0,49645.0,143126.0,219461.0,233719.0,211507.0,176939.0,148698.0,129035.0,117727.0,114936.0,115411.0,120947.0,127077.0,131327.0,128541.0,120820.0,112158.0,106016.0,257904.0,210780.0,151227.0,489947.0,321915.0,247516.0,197004.0,177710.0,173778.0,166791.0,161744.0,146570.0,128307.0,112211.0,94997.0,84345.0,74716.0,66762.0,60705.0,56159.0,49317.0,41743.0,38405.0,72148.0,182938.0,5631.0,3731.0,2711.0,1815.0,392.0,43.0,118.0,951.0,7339.0,32284.0,88183.0,173339.0,244664.0,274663.0,259417.0,231159.0,223636.0,242319.0,268279.0,282926.0,360573.0,441555.0,c01
20887.0,61855.0,175733.0,241756.0,230869.0,195672.0,162352.0,138474.0,121797.0,113609.0,113934.0,116381.0,118224.0,112270.0,104094.0,97072.0,88490.0,84746.0,84824.0,391384.0,220815.0,150490.0,556029.0,297895.0,224236.0,182481.0,169407.0,165269.0,146395.0,128647.0,112188.0,98570.0,90728.0,85034.0,79366.0,71820.0,65677.0,60033.0,54373.0,49882.0,46808.0,44615.0,79973.0,336302.0,5594.0,3775.0,2626.0,1938.0,361.0,70.0,119.0,1476.0,7182.0,30008.0,84976.0,178030.0,245094.0,264104.0,246375.0,225515.0,218968.0,230926.0,232735.0,235420.0,331346.0,599090.0,c01
10524.0,12031.0,39017.0,114928.0,217871.0,261769.0,240020.0,211815.0,177230.0,155249.0,138849.0,130922.0,131934.0,131603.0,128558.0,121542.0,112869.0,103702.0,95490.0,293244.0,173401.0,143160.0,116471.0,262921.0,341477.0,304669.0,247100.0,208991.0,185306.0,180416.0,170440.0,153635.0,132628.0,110593.0,94752.0,83522.0,78887.0,69061.0,54983.0,39424.0,30078.0,24994.0,39265.0,216115.0,4674.0,4236.0,2780.0,1953.0,603.0,74.0,2.0,42.0,822.0,1934.0,7262.0,25935.0,82707.0,178835.0,276743.0,331047.0,337503.0,315440.0,303700.0,319009.0,414864.0,535563.0,c01
56122.0,210230.0,289178.0,232740.0,182425.0,145595.0,129721.0,129195.0,134794.0,139386.0,133645.0,122923.0,109527.0,96995.0,86455.0,78240.0,73054.0,71011.0,198911.0,497635.0,22592.0,5354.0,705251.0,258602.0,201190.0,185755.0,174731.0,154463.0,132646.0,117480.0,98789.0,83681.0,72678.0,61766.0,54101.0,45948.0,40107.0,35356.0,31483.0,31801.0,37606.0,162506.0,454958.0,4830.0,9481.0,2945.0,1738.0,177.0,765.0,7010.0,40645.0,133596.0,259693.0,298011.0,270407.0,246994.0,262859.0,275749.0,253825.0,233087.0,403771.0,416951.0,27213.0,752.0,57.0,2.0,c01
25826.0,33621.0,56284.0,90184.0,129385.0,145918.0,143019.0,127947.0,109530.0,96932.0,93978.0,98796.0,108266.0,117579.0,128739.0,131936.0,129212.0,126513.0,124001.0,135181.0,272065.0,720816.0,889698.0,231417.0,236697.0,235776.0,209485.0,165514.0,132546.0,104255.0,80390.0,63446.0,50353.0,43211.0,37372.0,32298.0,29729.0,27113.0,25601.0,24516.0,23707.0,25777.0,49397.0,427430.0,7093.0,2641.0,2352.0,1861.0,529.0,1294.0,4467.0,11226.0,20140.0,42687.0,79368.0,131303.0,175506.0,193437.0,186285.0,175411.0,181896.0,205972.0,230958.0,258766.0,405662.0,826874.0,c01
13781.0,17554.0,33493.0,81332.0,145828.0,186217.0,198242.0,183969.0,165254.0,148275.0,135452.0,131222.0,131374.0,128933.0,130110.0,129782.0,129459.0,122770.0,114470.0,118219.0,220935.0,479057.0,1143042.0,322571.0,286082.0,247933.0,206965.0,151049.0,111173.0,80896.0,60138.0,46790.0,36321.0,28383.0,22469.0,19568.0,17742.0,15813.0,14522.0,13849.0,13426.0,15731.0,36521.0,254744.0,2892.0,4241.0,1680.0,2966.0,2336.0,242.0,727.0,2034.0,2936.0,6467.0,17309.0,49039.0,110724.0,180240.0,238156.0,255756.0,245035.0,239607.0,249211.0,300510.0,494567.0,739053.0,c01
12169.0,13963.0,22190.0,45982.0,98387.0,150897.0,182848.0,179046.0,165566.0,153036.0,138457.0,130227.0,129835.0,135477.0,146079.0,151387.0,153851.0,145028.0,133701.0,131501.0,267024.0,459077.0,1005395.0,329245.0,312290.0,292762.0,245768.0,172068.0,126118.0,94908.0,71924.0,55373.0,45057.0,38699.0,34083.0,29743.0,26967.0,23381.0,20267.0,17400.0,16600.0,17550.0,33439.0,136691.0,3897.0,3722.0,1707.0,3004.0,1826.0,532.0,1098.0,1970.0,3517.0,7142.0,15232.0,33828.0,81130.0,150432.0,219469.0,237883.0,238083.0,240795.0,254520.0,320306.0,584501.0,741134.0,c01
34517.0,40942.0,53865.0,70480.0,94998.0,112421.0,120283.0,112656.0,106765.0,107992.0,110321.0,120336.0,131246.0,140181.0,151529.0,155530.0,157574.0,154662.0,151005.0,162569.0,339434.0,516422.0,820010.0,281475.0,308378.0,297807.0,265706.0,208153.0,169078.0,137522.0,115638.0,93685.0,72352.0,56761.0,44499.0,34427.0,28802.0,23712.0,20775.0,18171.0,16292.0,16409.0,29573.0,86503.0,4047.0,3632.0,1870.0,2521.0,1960.0,411.0,1065.0,3142.0,7327.0,15435.0,28965.0,49008.0,85885.0,121375.0,151609.0,166681.0,181072.0,210362.0,262234.0,351779.0,661366.0,833982.0,c01
